City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
326,Amur Oblast,54.0,128.0,-33.72,97,24,1.09,RU,2023-02-07
327,Tura,25.5198,90.2201,16.62,44,0,1.54,IN,2023-02-07
328,Camacha,33.0833,-16.3333,13.68,67,40,6.17,PT,2023-02-07
329,Te Anau,-45.4167,167.7167,10.23,77,91,2.7,NZ,2023-02-07
330,Kaitangata,-46.2817,169.8464,9.12,74,3,3.23,NZ,2023-02-07
331,Cumberland,35.0502,-78.8664,9.16,78,0,3.6,US,2023-02-07
332,Raia,15.3,73.9667,23.39,68,100,2.2,IN,2023-02-07
333,Deputatsky,69.3,139.9,-43.42,99,65,2.2,RU,2023-02-07
334,Ordzhonīkīdze,52.4411,61.7408,-16.82,100,86,2.84,KZ,2023-02-07
335,Dryden,49.7833,-92.7503,-12.14,93,100,4.0,CA,2023-02-07
336,Cosolapa,18.5833,-96.65,19.63,76,2,0.95,MX,2023-02-07
337,Winsum,53.33,6.5208,5.59,87,0,2.74,NL,2023-02-07
338,Mount Isa,-20.7333,139.5,26.87,78,75,3.6,AU,2023-02-07
339,Burnie,-41.0667,145.9167,13.3,75,4,4.1,AU,2023-02-07
340,North Bend,43.4065,-124.2243,8.37,93,100,4.63,US,2023-02-07
341,Coyhaique,-45.5752,-72.0662,18.34,63,75,3.09,CL,2023-02-07
342,São João da Barra,-21.6403,-41.0511,31.05,79,96,1.74,BR,2023-02-07
343,Divo,5.8397,-5.36,34.61,36,85,1.44,CI,2023-02-07
344,Westport,41.1415,-73.3579,1.42,54,43,1.79,US,2023-02-07
345,Nioro,13.35,-15.75,33.73,10,17,4.52,GM,2023-02-07
346,Zhaotong,27.3167,103.7167,3.75,88,47,3.33,CN,2023-02-07
347,Riyadh,24.6877,46.7219,25.08,26,71,5.43,SA,2023-02-07
348,Teeli,51.0333,90.2333,-21.77,89,58,1.2,RU,2023-02-07
349,Mbekenyera,-10.0,38.9833,23.34,95,100,1.02,TZ,2023-02-07
350,Tarnobrzeg,50.573,21.6794,1.09,74,100,4.33,PL,2023-02-07
351,Mabaruma,8.2,-59.7833,25.93,84,20,2.06,GY,2023-02-07
352,Hervey Bay,-25.2986,152.8535,24.87,67,11,6.74,AU,2023-02-07
353,Talaya,61.3833,152.75,-40.23,100,100,0.49,RU,2023-02-07
354,George Town,5.4112,100.3354,26.96,99,40,2.68,MY,2023-02-07
355,Gushikawa,26.3544,127.8686,19.57,88,20,0.0,JP,2023-02-07
356,Prince Rupert,54.3161,-130.3201,0.03,75,92,3.46,CA,2023-02-07
357,Mayumba,-3.432,10.6554,27.57,75,76,2.93,GA,2023-02-07
358,Villamontes,-21.25,-63.5,21.7,95,100,2.84,BO,2023-02-07
359,Cayenne,4.9333,-52.3333,28.02,78,75,5.14,GF,2023-02-07
360,Palembang,-2.9167,104.7458,27.05,83,40,1.54,ID,2023-02-07
361,Taoudenni,22.6783,-3.9836,26.36,13,95,2.95,ML,2023-02-07
362,Brigantine,39.4101,-74.3646,2.24,73,0,2.06,US,2023-02-07
363,Matara,5.9485,80.5353,24.94,89,21,2.02,LK,2023-02-07
364,Burgess Hill,50.9584,-0.1329,9.38,73,3,0.89,GB,2023-02-07
365,Huron,41.1501,-82.5499,7.66,68,100,9.3,US,2023-02-07
366,Kaniama,-7.5667,24.1833,28.44,57,28,1.38,CD,2023-02-07
367,Teya,60.3778,92.6267,-11.92,98,100,0.75,RU,2023-02-07
368,Zhicheng,30.2956,111.5047,11.55,68,100,2.39,CN,2023-02-07
369,Katobu,-4.9408,122.5276,24.83,83,83,1.25,ID,2023-02-07
370,Numarán,20.25,-101.9333,10.9,62,61,0.94,MX,2023-02-07
371,Charters Towers,-20.1,146.2667,24.15,87,74,3.81,AU,2023-02-07
372,Åmot,59.5714,7.9877,4.87,88,100,1.9,NO,2023-02-07
373,Poções,-14.5297,-40.3653,27.72,50,58,1.48,BR,2023-02-07
374,Vysha,53.8477,42.3777,-10.84,96,61,1.71,RU,2023-02-07
375,Petrove,48.3247,33.2562,-3.3,65,95,7.02,UA,2023-02-07
376,Hamilton,39.1834,-84.5333,11.42,58,100,5.14,US,2023-02-07
377,Bowen,-20.0167,148.2333,26.9,84,91,7.94,AU,2023-02-07
378,Soma,39.1855,27.6094,1.53,80,90,8.34,TR,2023-02-07
379,Ushtobe,45.2514,77.9838,-2.95,94,83,2.46,KZ,2023-02-07
380,Kalmunai,7.4167,81.8167,25.25,88,67,3.91,LK,2023-02-07
381,Kupang,-10.1667,123.5833,26.62,83,92,4.77,ID,2023-02-07
382,Flagstaff,35.1981,-111.6513,-2.79,57,0,4.12,US,2023-02-07
383,Rawson,-43.3002,-65.1023,26.27,28,4,5.92,AR,2023-02-07
384,Kaeo,-35.1,173.7833,15.18,92,53,1.83,NZ,2023-02-07
385,Porangatu,-13.4408,-49.1486,29.2,65,49,1.38,BR,2023-02-07
386,La Santisima Trinidad,-14.8333,-64.9,25.99,94,75,0.0,BO,2023-02-07
387,Pringsewu,-5.3582,104.9744,23.87,97,100,0.8,ID,2023-02-07
388,Buala,-8.145,159.5921,26.08,88,100,3.51,SB,2023-02-07
389,Jalu,29.0331,21.5482,15.98,38,33,5.55,LY,2023-02-07
390,Namatanai,-3.6667,152.4333,26.34,82,100,2.5,PG,2023-02-07
391,Mercedes,-34.6515,-59.4307,32.1,22,12,4.7,AR,2023-02-07
392,Honningsvåg,70.9821,25.9704,4.86,60,75,19.55,NO,2023-02-07
393,Sinnamary,5.3833,-52.95,26.15,86,84,5.03,GF,2023-02-07
394,Walvis Bay,-22.9575,14.5053,22.83,69,54,4.75,,2023-02-07
395,Katsuura,35.1333,140.3,11.39,84,100,4.8,JP,2023-02-07
396,Soldato-Aleksandrovskoye,44.2653,43.7561,-3.34,96,100,2.89,RU,2023-02-07
397,Isangel,-19.55,169.2667,25.93,83,100,0.59,VU,2023-02-07
398,Brookhaven,31.5791,-90.4407,13.81,95,69,1.49,US,2023-02-07
399,Chokwé,-24.5333,32.9833,26.64,75,96,3.63,MZ,2023-02-07
400,Sitka,57.0531,-135.33,2.94,70,0,3.6,US,2023-02-07
401,Constitución,-35.3333,-72.4167,21.64,49,0,1.6,CL,2023-02-07
402,Burriana,39.889,-0.085,13.47,56,98,6.02,ES,2023-02-07
403,Ancud,-41.8697,-73.8203,15.65,66,2,1.31,CL,2023-02-07
404,Martapura,-3.4167,114.85,24.05,94,40,2.06,ID,2023-02-07
405,Bariloche,-41.1456,-71.3082,19.58,49,0,2.36,AR,2023-02-07
406,New Waterford,40.8451,-80.6145,2.41,78,100,5.27,US,2023-02-07
407,Richards Bay,-28.783,32.0377,29.92,62,75,7.2,ZA,2023-02-07
408,Palmer,42.1584,-72.3287,-0.97,54,20,2.57,US,2023-02-07
409,Trail,49.0998,-117.7022,2.6,99,100,1.38,CA,2023-02-07
410,Sambava,-14.2667,50.1667,26.24,87,100,3.75,MG,2023-02-07
411,Ati,13.2154,18.3353,35.13,8,12,5.89,TD,2023-02-07
412,Xining,36.6167,101.7667,-0.74,39,100,2.33,CN,2023-02-07
413,Kharp,66.8014,65.8081,-20.1,98,87,2.2,RU,2023-02-07
414,Iracoubo,5.4802,-53.2011,25.97,87,93,4.97,GF,2023-02-07
415,Soddy-Daisy,35.2359,-85.1908,10.72,74,100,1.58,US,2023-02-07
416,Hemsedal,60.8629,8.5534,0.32,89,100,2.4,NO,2023-02-07
417,‘Āhuimanu,21.4447,-157.8378,23.84,84,40,6.69,US,2023-02-07
418,Synya,65.3718,58.0387,-15.93,93,100,6.06,RU,2023-02-07
419,Kontagora,10.3999,5.4695,36.26,8,100,1.88,NG,2023-02-07
420,Yumen,40.2833,97.2,-2.2,51,100,2.57,CN,2023-02-07
421,Crixás,-14.5489,-49.9692,28.81,64,100,1.13,BR,2023-02-07
422,Mbumi,-7.9058,39.2105,29.23,71,100,3.86,TZ,2023-02-07
423,Amahai,-3.3333,128.9167,25.94,84,100,1.86,ID,2023-02-07
424,Ahipara,-35.1667,173.1667,18.06,75,93,1.96,NZ,2023-02-07
425,Langsa,4.4683,97.9683,24.22,94,24,1.26,ID,2023-02-07
426,Bambanglipuro,-7.95,110.2833,24.99,88,100,1.91,ID,2023-02-07
427,Dingle,10.9995,122.6711,23.47,88,99,3.11,PH,2023-02-07
428,Bozdar Wada,27.1828,68.63600000000001,22.5,18,0,1.25,PK,2023-02-07
429,Médéa,36.2642,2.7539,10.71,48,28,4.3,DZ,2023-02-07
430,Havøysund,70.9963,24.6622,5.13,72,100,21.5,NO,2023-02-07
431,Belyy Yar,53.6039,91.3903,-16.06,88,100,1.0,RU,2023-02-07
432,Latung,5.5,120.8833,27.29,75,100,2.05,PH,2023-02-07
433,Buchanan,5.8808,-10.0467,28.91,68,91,4.25,LR,2023-02-07
434,Chapada dos Guimarães,-15.4606,-55.7497,22.81,81,100,0.56,BR,2023-02-07
435,Kondinskoye,59.6481,67.41,-19.63,100,81,2.42,RU,2023-02-07
436,Bahía Honda,22.9036,-83.1592,23.52,81,8,5.92,CU,2023-02-07
437,Berlevåg,70.8578,29.0864,4.0,75,99,11.83,NO,2023-02-07
438,Ocós,14.5094,-92.1933,22.1,60,11,1.92,GT,2023-02-07
439,Verkhniye Kigi,55.4083,58.6044,-12.07,98,96,0.93,RU,2023-02-07
440,Husavik,66.0449,-17.3389,0.11,65,100,8.14,IS,2023-02-07
441,Kanniyākumāri,8.0833,77.5667,26.23,72,29,3.81,IN,2023-02-07
442,La Mira,18.035,-102.3266,21.89,79,17,2.42,MX,2023-02-07
443,Kikwit,-5.041,18.8162,30.59,49,84,2.13,CD,2023-02-07
444,Shimanovsk,52.0,127.7,-30.02,95,23,0.86,RU,2023-02-07
445,Cap Malheureux,-19.9842,57.6142,28.04,74,15,3.58,MU,2023-02-07
446,Tucumcari,35.1717,-103.725,3.3,74,40,5.14,US,2023-02-07
447,Chaumont,48.1167,5.1333,6.87,46,0,3.57,FR,2023-02-07
448,Gaillac,43.9016,1.8969,9.2,72,93,8.37,FR,2023-02-07
449,Phalombe,-15.8064,35.6507,23.26,91,100,0.94,MW,2023-02-07
450,Kedrovyy,56.1667,91.8167,-15.63,96,100,1.94,RU,2023-02-07
451,Margate,51.3813,1.3862,7.39,89,21,0.45,GB,2023-02-07
452,Soyo,-6.1349,12.3689,28.55,74,66,5.34,AO,2023-02-07
453,Ukiah,39.1502,-123.2078,6.68,95,0,0.0,US,2023-02-07
454,Chase,50.8165,-119.6857,1.37,96,100,1.62,CA,2023-02-07
455,Trelleborg,55.3751,13.1569,1.66,75,50,5.83,SE,2023-02-07
456,Togur,58.3631,82.8265,-15.14,98,100,1.3,RU,2023-02-07
457,Arlit,18.7369,7.3853,32.25,8,100,1.0,NE,2023-02-07
458,Staszów,50.5631,21.1659,0.9,83,100,3.68,PL,2023-02-07
459,Mīrābād,30.4362,61.8383,18.79,23,100,2.97,AF,2023-02-07
460,Pakpattan,30.340999999999998,73.3866,17.76,24,2,2.9,PK,2023-02-07
461,Tiksi,71.6872,128.8694,-32.56,99,100,1.65,RU,2023-02-07
462,Consuegra,39.4625,-3.608,5.94,77,96,6.99,ES,2023-02-07
463,Goderich,43.7501,-81.7165,2.73,75,83,8.23,CA,2023-02-07
464,Labuhan,-6.8844,112.2051,25.46,90,100,3.31,ID,2023-02-07
465,Dudinka,69.4058,86.1778,-23.01,100,93,1.58,RU,2023-02-07
466,Poção de Pedras,-4.6667,-44.85,28.49,75,81,1.59,BR,2023-02-07
467,Ullapool,57.8987,-5.1604,8.53,75,36,5.67,GB,2023-02-07
468,Lucapa,-8.4192,20.7447,26.62,61,99,1.33,AO,2023-02-07
469,Buritis,-15.6178,-46.4233,30.33,49,84,1.64,BR,2023-02-07
470,Kuliyapitiya,7.4688,80.0401,27.82,89,45,1.26,LK,2023-02-07
471,Gamba,-2.65,10.0,29.15,63,19,4.22,GA,2023-02-07
472,Buraidah,26.326,43.975,18.24,27,100,3.15,SA,2023-02-07
473,Craig,40.5153,-107.5464,-7.21,85,100,1.54,US,2023-02-07
474,Sawākin,19.1059,37.3321,24.41,55,100,8.03,SD,2023-02-07
475,Shimoda,34.6667,138.95,10.06,74,99,3.73,JP,2023-02-07
476,Coruripe,-10.1256,-36.1756,29.51,52,66,5.69,BR,2023-02-07
477,Lātehār,23.75,84.5,19.49,27,0,1.64,IN,2023-02-07
478,Porto-Novo,6.4965,2.6036,31.66,57,100,4.42,BJ,2023-02-07
479,Curuguaty,-24.4694,-55.6945,32.84,41,59,1.01,PY,2023-02-07
480,Conceição do Araguaia,-8.2578,-49.2647,29.33,71,35,0.81,BR,2023-02-07
481,Killarney,52.05,-9.5167,10.03,93,100,2.06,IE,2023-02-07
482,Tautira,-17.7333,-149.15,26.33,70,68,3.59,PF,2023-02-07
483,Złotów,53.3635,17.0408,0.74,87,90,1.42,PL,2023-02-07
484,Methóni,36.8197,21.7049,7.92,81,100,3.2,GR,2023-02-07
485,Blairmore,49.6,-114.4353,1.96,91,66,5.36,CA,2023-02-07
486,Lucea,18.451,-78.1736,26.59,73,0,7.72,JM,2023-02-07
487,Kirakira,-10.4544,161.9205,26.86,87,100,4.35,SB,2023-02-07
488,Bhawana,31.5692,72.649,16.0,26,1,3.28,PK,2023-02-07
489,Nishihara,26.1842,127.7558,19.6,83,75,5.66,JP,2023-02-07
490,Kostomuksha,64.571,30.5767,0.88,98,100,5.83,RU,2023-02-07
491,Kabarnet,0.4919,35.743,27.59,16,56,4.58,KE,2023-02-07
492,Flinders,-34.5833,150.8552,22.88,84,100,1.79,AU,2023-02-07
493,Gorontalo,0.5412,123.0595,23.65,92,100,2.66,ID,2023-02-07
494,Kushima,31.4583,131.2333,10.62,93,61,1.64,JP,2023-02-07
495,Etchoropo,26.7667,-109.6667,8.56,44,47,6.28,MX,2023-02-07
496,Waingapu,-9.6567,120.2641,26.67,85,98,4.88,ID,2023-02-07
497,Sur,22.5667,59.5289,23.72,58,30,2.37,OM,2023-02-07
498,Chitral,35.8462,71.7858,-1.56,55,0,3.28,PK,2023-02-07
499,Mehamn,71.0357,27.8492,3.97,70,40,9.77,NO,2023-02-07
500,Champerico,14.3,-91.9167,24.3,59,65,2.12,GT,2023-02-07
501,Hualmay,-11.0964,-77.6139,23.88,74,12,3.09,PE,2023-02-07
502,Ledyard Center,41.4398,-72.0142,0.16,47,0,3.09,US,2023-02-07
503,Marau,-28.4492,-52.2,31.17,24,0,0.88,BR,2023-02-07
504,Saint George,37.1041,-113.5841,-0.03,81,0,1.79,US,2023-02-07
505,Najrān,17.4924,44.1277,29.44,17,11,4.69,SA,2023-02-07
506,Coquimbo,-29.9533,-71.3436,18.85,82,75,3.6,CL,2023-02-07
507,Kutoarjo,-7.7169,109.9128,24.27,95,100,1.69,ID,2023-02-07
508,Port Keats,-14.25,129.55,27.79,70,6,3.38,AU,2023-02-07
509,San Cristobal,7.7669,-72.225,21.1,51,48,2.63,VE,2023-02-07
510,Tarnogskiy Gorodok,60.4997,43.5761,-10.07,93,100,3.71,RU,2023-02-07
511,Daru,-9.0763,143.2092,25.06,92,100,4.19,PG,2023-02-07
512,Bahir Dar,11.5936,37.3908,28.1,16,11,4.72,ET,2023-02-07
513,Ixtapa,20.7,-105.2,17.35,88,40,0.0,MX,2023-02-07
514,Tongchuanshi,35.0806,109.0897,6.54,42,100,1.99,CN,2023-02-07
515,Yei,4.095,30.6779,34.48,17,51,2.61,SS,2023-02-07
516,Varkala,8.7341,76.7067,28.88,80,100,1.63,IN,2023-02-07
517,Mackay,-21.15,149.2,26.49,81,83,9.09,AU,2023-02-07
518,Dunedin,-45.8742,170.5036,11.85,73,93,4.03,NZ,2023-02-07
519,Pangnirtung,66.1451,-65.7125,-33.0,68,0,0.0,CA,2023-02-07
520,Mukhen,48.1,136.1,-14.07,95,100,3.02,RU,2023-02-07
521,Praia da Vitória,38.7333,-27.0667,13.75,73,99,9.23,PT,2023-02-07
522,Alexandria,31.2156,29.9553,14.03,50,100,8.67,EG,2023-02-07
523,Los Llanos de Aridane,28.6585,-17.9182,16.86,69,40,5.66,ES,2023-02-07
524,Banda Aceh,5.5577,95.3222,25.83,85,100,2.12,ID,2023-02-07
525,Merke,42.8728,73.1786,-0.06,72,7,2.83,KZ,2023-02-07
526,Lensk,60.7253,114.9278,-31.97,100,99,1.06,RU,2023-02-07
527,Casimiro de Abreu,-22.4806,-42.2042,29.15,71,100,0.96,BR,2023-02-07
528,Gigmoto,13.7796,124.39,25.3,84,100,3.53,PH,2023-02-07
529,Deloraine,-41.5333,146.6667,14.44,15,48,0.59,AU,2023-02-07
530,Leh,34.1667,77.5833,-16.68,67,8,1.16,IN,2023-02-07
531,Pisco,-13.7,-76.2167,24.03,88,20,3.09,PE,2023-02-07
532,Prince George,53.9166,-122.75299999999999,0.9,84,100,0.89,CA,2023-02-07
533,Yar-Sale,66.8333,70.8333,-24.26,98,40,3.9,RU,2023-02-07
534,Meulaboh,4.1363,96.1285,26.23,77,90,1.49,ID,2023-02-07
535,Ajdabiya,30.7554,20.2263,14.22,48,92,6.65,LY,2023-02-07
536,Scarborough,54.2797,-0.4044,9.39,83,91,1.34,GB,2023-02-07
537,Samarai,-10.6167,150.6667,26.55,85,100,6.01,PG,2023-02-07
538,Guozhen,34.3659,107.359,7.99,52,100,0.87,CN,2023-02-07
539,Paraguaçu Paulista,-22.4128,-50.5758,23.31,82,100,1.42,BR,2023-02-07
540,Kardzhin,43.2737,44.2907,-5.28,92,100,2.29,RU,2023-02-07
541,Rivera,-30.9053,-55.5508,32.22,27,0,3.11,UY,2023-02-07
542,Shahreza,32.0339,51.8794,7.92,52,0,8.89,IR,2023-02-07
543,Mahon,39.8885,4.2658,11.31,87,75,10.8,ES,2023-02-07
544,Tenkodogo,11.78,-0.3697,36.2,10,100,5.65,BF,2023-02-07
545,Ca Mau,9.1769,105.15,25.14,79,88,3.1,VN,2023-02-07
546,Nemuro,43.3236,145.575,-3.89,94,100,1.27,JP,2023-02-07
547,Taganak,6.0833,118.3,26.92,80,82,5.25,PH,2023-02-07
548,Byron Bay,-28.65,153.6167,19.41,78,25,2.33,AU,2023-02-07
549,Russellville,35.2784,-93.1338,14.43,80,100,1.54,US,2023-02-07
550,Sirte,31.2089,16.5887,14.31,50,23,4.87,LY,2023-02-07
551,Ippy,6.2679,21.2247,38.53,7,11,3.37,CF,2023-02-07
552,Zhongshu,24.5167,103.7667,11.35,48,0,1.53,CN,2023-02-07
553,El Salvador,13.8333,-88.9167,23.22,68,21,1.94,SV,2023-02-07
554,Harper,4.375,-7.7169,29.14,68,77,3.16,LR,2023-02-07
555,Shingū,33.7333,135.9833,10.06,88,99,1.75,JP,2023-02-07
556,Vallenar,-28.5708,-70.7581,25.49,51,1,2.04,CL,2023-02-07
